atleta_id,nome,apelido,posicao,posicao_abreviacao,time,time_abreviacao,clube_id,posicao_id,status_id,preco_num,jogos_num,media_num
94930,Lucas Tolentino Coelho de Lima,Lucas Paquetá,Meia,mei,Flamengo,FLA,262,4,2,14.86,11,6.46
147788,Arthur Izaque Bendayan de Castro Silva,Arthur Izaque,Atacante,ata,Botafogo,BOT,263,5,6,1,0,0
129666,João Pedro Murilo de Paula Morais,JP,Meia,mei,Vasco,VAS,267,4,6,1.41,2,0.95
142086,Kauan Almeida Toledo,Kauan Toledo,Atacante,ata,Botafogo,BOT,263,5,6,1.79,4,1.38
101715,Alerrandro Barra Mansa Realino de Souza,Alerrandro,Atacante,ata,Internacional,INT,285,5,2,6.33,20,3.61
141991,Paulo Sérgio da Costa Evangelista Junior,Tico,Atacante,ata,Remo,REM,364,5,6,1.1,1,0.5
148103,Rafael Soares de Sousa,Rafael Soares,Meia,mei,Remo,REM,364,4,6,1,0,0
108131,Maurício Garcez de Jesus,Garcez,Atacante,ata,Chapecoense,CHA,315,5,5,3.12,8,1.22
130438,Diego Esser Pereira,Diego,Goleiro,gol,Internacional,INT,285,1,6,1,0,0
148109,Filipe Lima de Oliveira,Filipe Lima,Atacante,ata,Remo,REM,364,5,6,1,0,0
90608,Francisco da Costa Aragão,Chico da Costa,Atacante,ata,Cruzeiro,CRU,283,5,6,3.81,7,1.24
112939,Franco Catarozzi Parafita,Catarozzi,Meia,mei,Remo,REM,364,4,6,5.41,1,0.9
123738,José María Herrera Ares,Herrera,Atacante,ata,Bragantino,RBB,280,5,7,5.69,15,2.59
141126,Pedro Cobra Rodrigues,Pedro Cobra,Goleiro,gol,Atlético-MG,CAM,282,1,6,1,0,0
82407,Francisco Hyun-Sol Kim,Chico Kim,Meia,mei,Mirassol,MIR,2305,4,6,2.91,4,0.43
99815,Jhon Adolfo Arias Andrade,Arias,Meia,mei,Palmeiras,PAL,275,4,7,16.5,16,7.99
108162,Juan Ignacio Martín Nardoni,Nardoni,Meia,mei,Grêmio,GRE,284,4,7,6.6,12,2.08
143463,Wesley Natã de Freitas Prado,Wesley Natã,Atacante,ata,Fluminense,FLU,266,5,6,0.8,1,-0.3
147546,Roger Dias Fernandes,Roger,Meia,mei,Grêmio,GRE,284,4,6,1.5,2,1.2
146410,Marcos Felipe Vinagre Souza,Marquinhos,Meia,mei,Botafogo,BOT,263,4,6,0.85,1,0
148152,Alejandro Ararat Díaz,Ararat,Meia,mei,Coritiba,CFC,294,4,6,4,0,0
97911,Lucas Rodrigues da Silva,Lucas Silva,Atacante,ata,Vitória,VIT,287,5,6,2.8,3,-0.17
116065,Luís Eduardo Soares da Silva,Cuiabano,Lateral,lat,Vasco,VAS,267,2,7,12.2,12,7.17
148124,Vinicius Eduardo de Almeida Gomes da Silva,Vinicius,Zagueiro,zag,Chapecoense,CHA,315,3,5,1.63,2,0.1
107093,Luciano Batista da Silva Júnior,Luciano Juba,Lateral,lat,Bahia,BAH,265,2,7,11.92,17,7.45
148206,Nadson Juan Maia da Silva de Souza,Nadson,Atacante,ata,Santos,SAN,277,5,6,1,0,0
148215,Djhordney Ferreira,Djhordney,Meia,mei,São Paulo,SAO,276,4,6,0.79,2,-0.2
141165,Enzo Vágner Moraes de Souza,Enzo Vagner,Atacante,ata,Coritiba,CFC,294,5,6,1.04,1,0.5
110144,Claudio Paul Spinelli,Spinelli,Atacante,ata,Vasco,VAS,267,5,6,6.53,13,3.36
127969,Matheus dos Reis Francisco,Matheus Reis,Atacante,ata,Fluminense,FLU,266,5,5,1,0,0
97899,Matheus Bahia Santos,Matheus Bahia,Lateral,lat,Internacional,INT,285,2,7,7.21,13,4.08
104666,Moisés Vieira da Veiga,Moisés,Atacante,ata,Santos,SAN,277,5,5,4.78,13,2.35
124386,Kainã Correa Dal Magro,Kainã,Goleiro,gol,Chapecoense,CHA,315,1,6,1,0,0
143173,Leonel Ulises Perez,Leonel Pérez,Meia,mei,Grêmio,GRE,284,4,7,4.43,10,2.52
145563,João Paulo Ananias Bento,João Ananias,Zagueiro,zag,Santos,SAN,277,3,7,2.9,4,2.2
141595,Gabriel Ferreira de Carvalho,Gabriel Mec,Atacante,ata,Grêmio,GRE,284,5,6,4.45,14,2.82
130393,Luiz Gustavo Marinho Ribeiro dos Santos,Luiz Gustavo,Zagueiro,zag,Bahia,BAH,265,3,6,1,0,0
105048,Jandir Breno Souza Silva,Jajá,Atacante,ata,Remo,REM,364,5,7,6.74,17,5.32
93371,Rodrigo Rodrigues Silva,Rodrigo Rodrigues,Atacante,ata,Coritiba,CFC,294,5,6,3.28,1,-0.9
126189,Tomás Pérez,Tomás Pérez,Meia,mei,Atlético-MG,CAM,282,4,7,4.13,12,1.54
131964,Jhoan Hernández Mejía,Jhoan Hernández,Lateral,lat,Botafogo,BOT,263,2,6,3.69,1,0
109987,Cristian Nicolás Medina,Medina,Meia,mei,Botafogo,BOT,263,4,7,6.92,11,3.88
104036,Zakaria Labyad,Labyad,Meia,mei,Corinthians,COR,264,4,5,4.52,11,2.05
142261,Jeferson Borges dos Santos,Jeferson,Atacante,ata,Grêmio,GRE,284,5,6,1,0,0
147875,Daniel Carvalho Marinho da Silva,Daniel Silva,Zagueiro,zag,Flamengo,FLA,262,3,6,1,0,0
101807,Christian Gabriel Oliva Giménez,Oliva,Meia,mei,Santos,SAN,277,4,6,6.26,12,3.13
147545,Jéferson Forneck,Jefinho,Meia,mei,Grêmio,GRE,284,4,6,1.46,1,1.5
133671,Gustavo Reis de Alcântara,Gustavo Reis,Goleiro,gol,Bragantino,RBB,280,1,6,1,0,0
93368,Lucas Veríssimo da Silva,Lucas Veríssimo,Zagueiro,zag,Santos,SAN,277,3,5,8.63,12,4.01
143465,Keven Samuel Moreira dos Santos,Keven Samuel,Atacante,ata,Fluminense,FLU,266,5,6,1,0,0
92747,Eduardo Rodrigo Domínguez,Eduardo Domínguez,Técnico,tec,Atlético-MG,CAM,282,6,7,10.51,16,5.27
139200,Pedro Kauã Rodrigues Machado,Pedro Kauã,Zagueiro,zag,Internacional,INT,285,3,6,1,0,0
37457,Leonardo Rodrigues Condé,Léo Condé,Técnico,tec,Remo,REM,364,6,7,8,17,4.77
141400,Victor Hugo Custódio de Melo Moura,Huguinho,Meia,mei,Botafogo,BOT,263,4,3,5.99,4,5.2
142275,Luiz Felipe Mariano dos Santos,Luiz Felipe,Meia,mei,Flamengo,FLA,262,4,6,1,0,0
88963,José Leonardo Nunes Alves Sousa Jardim,Leonardo Jardim,Técnico,tec,Flamengo,FLA,262,6,7,12.81,17,6.98
124219,Julián Camilo Millán Díaz,Millán,Zagueiro,zag,Fluminense,FLU,266,3,5,4.86,3,1
93834,Keiller da Silva Nunes,Keiller,Goleiro,gol,Coritiba,CFC,294,1,6,4,0,0
124424,Rodrigo Castillo,Rodrigo Castillo,Atacante,ata,Fluminense,FLU,266,5,6,6.98,12,3.65
115537,Marcos Victor Ferreira da Silva,Marcos Victor,Zagueiro,zag,Bahia,BAH,265,3,6,4.18,3,2.67
142260,Bernardo Schons Zortea,Bernardo Zortea,Meia,mei,Grêmio,GRE,284,4,6,0.77,3,0.13
129661,Wendel Silva Passos,Wendel,Meia,mei,Bahia,BAH,265,4,6,1,0,0
100804,Duplexe Tchamba Bangou,Tchamba,Zagueiro,zag,Remo,REM,364,3,5,5.11,14,2.08
133690,Bruno Lopes Ferreira,Bruno Lopes,Atacante,ata,Vasco,VAS,267,5,6,1.57,1,1.7
81720,Jesse Ellis Lingard,Lingard,Atacante,ata,Corinthians,COR,264,5,2,4.48,11,1.92
147268,Anderson Bispo dos Santos,Anderson Pato,Atacante,ata,Vitória,VIT,287,5,5,3.12,4,1.38
84268,Georgemy Gonçalves,Georgemy,Goleiro,gol,Mirassol,MIR,2305,1,6,3,0,0
140726,David Martins Almeida de Lira,David Martins,Meia,mei,Bahia,BAH,265,4,6,0.65,3,-0.1
147192,Claudio Henrique de Jesus Passos,Claudinho,Lateral,lat,Athlético-PR,CAP,293,2,2,7.84,6,7.52
95131,Gabriel Pereira Taliari,Gabriel Taliari,Atacante,ata,Remo,REM,364,5,6,8.89,9,5.2
141184,Wallace Fernandes Alves Falcão,Walace Falcão,Zagueiro,zag,Vasco,VAS,267,3,6,1,0,0
148125,Ryan Augusto Tavares da Silva,Ryan Augusto,Lateral,lat,Bragantino,RBB,280,2,6,3.78,5,3.7
141752,Caio Ribeiro do Valle Silva,Caio Valle,Meia,mei,Botafogo,BOT,263,4,6,1,0,0
143153,Diego Tarzia,Tarzia,Atacante,ata,Vitória,VIT,287,5,2,4.07,14,3.06
130232,Caio Alves Roque Gomes,Caio Roque,Lateral,lat,Botafogo,BOT,263,2,6,5.72,3,4
121823,Kauê Vinicius de Souza Camargo,Kauê,Goleiro,gol,Corinthians,COR,264,1,6,5.52,2,8.7
145659,Nicolas Bosshardt,Nicolas,Lateral,lat,São Paulo,SAO,276,2,6,2.79,1,5
142257,Luis Eduardo Guedes de Souza,Luis Eduardo,Zagueiro,zag,Grêmio,GRE,284,3,6,1.45,2,-0.3
143252,Gean de Jesus Soares,Gean,Lateral,lat,Vitória,VIT,287,2,6,1,0,0
102877,Gabriel Buscariol Poveda,Gabriel Poveda,Atacante,ata,Remo,REM,364,5,6,2.68,11,0.66
141594,Pedro Gabriel Crisostomo Pinheiro,Pedro Gabriel,Lateral,lat,Grêmio,GRE,284,2,6,4.7,10,3.52
127273,Artur Jorge Torres Gomes Araújo Amorim,Artur Jorge,Técnico,tec,Cruzeiro,CRU,283,6,7,12.12,13,6.33
147560,Caio Suassuna Gonçalves Ferreira,Caio Suassuna,Atacante,ata,Bahia,BAH,265,5,6,2.64,1,2
110605,Vinícius Balieiro Lourenço de Carvalho,Vinícius Balieiro,Meia,mei,Chapecoense,CHA,315,4,6,3.62,5,1.84
103347,Matheus Alexandre Anastácio de Souza,Matheus Alexandre,Lateral,lat,Remo,REM,364,2,6,4.13,10,1.96
42411,Alexi Stival,Cuca,Técnico,tec,Santos,SAN,277,6,7,10.32,12,5.67
132553,Jemmes Bruno Ribeiro da Silva,Jemmes,Zagueiro,zag,Fluminense,FLU,266,3,6,7.38,14,3.63
149715,Rafael de Andrade Gonzaga,Rafael Gonzaga,Lateral,lat,Santos,SAN,277,2,6,2.79,1,2.4
123005,Sidney de Carvalho Duarte,Sidney,Meia,mei,Bahia,BAH,265,4,6,1,0,0
107256,Jose Vitor Silva Neves,Zé Vitor,Meia,mei,Vitória,VIT,287,4,6,5.38,11,4.16
101820,Mayksilvan da Silva Ferreira,Mayk,Lateral,lat,Remo,REM,364,2,7,6.03,13,3.55
123016,David Francisco Trindade Braga,David Braga,Meia,mei,Remo,REM,364,4,6,3.14,7,1.37
130282,Anthony Wesley Ciriano Oliveira,Anthony,Zagueiro,zag,Botafogo,BOT,263,3,6,3,0,0
121811,Fernando Carlos da Silva Filho,Da Silva,Meia,mei,Chapecoense,CHA,315,4,6,3,0,0
97905,Matheus Aurélio Palhares Guimarães,Matheus Aurélio,Goleiro,gol,Chapecoense,CHA,315,1,2,2.61,2,1.7
124264,Kauan Jesus Santos Oliveira,Kauan Jesus,Goleiro,gol,Internacional,INT,285,1,6,1,0,0
130309,Rodrigo Plazezwski Falcão,Rodrigo Falcão,Goleiro,gol,Santos,SAN,277,1,6,1,0,0
147089,Cauã Campos Soares,Cauã Soares,Atacante,ata,Atlético-MG,CAM,282,5,6,1.24,5,0.64
149990,Franclim Pereira da Silva Maia Carvalho,Franclim Carvalho,Técnico,tec,Botafogo,BOT,263,6,7,11.82,9,5.32
148717,Perivan dos Santos,Tetê,Atacante,ata,São Paulo,SAO,276,5,6,0.65,4,-0.4
149993,Iago da Silva Machado,Iago Machado,Zagueiro,zag,Corinthians,COR,264,3,6,1,0,0
150197,Luís Osório Messias de Oliveira,Osorio,Zagueiro,zag,São Paulo,SAO,276,3,7,3.21,4,3.05
85465,Alex Paulo Menezes Santana,Alex Santana,Meia,mei,Corinthians,COR,264,4,6,4.02,1,0.8
130399,Igor Teixeira Felisberto,Igor Felisberto,Lateral,lat,São Paulo,SAO,276,2,6,1,0,0
149994,Jhuan Nunes Coelho,Jhuan Nunes,Atacante,ata,Bragantino,RBB,280,5,6,1.83,1,2.3
141405,Riquelme Avellar da Silva Fortes,Avellar,Lateral,lat,Vasco,VAS,267,2,6,1.49,1,1.5
150757,Samuel Pierri Mendes e Silva,Samuel Pierri,Meia,mei,Santos,SAN,277,4,6,1.88,2,0.45
130233,Iuri Jean Carlo Neres dos Santos,Iuri,Goleiro,gol,Bahia,BAH,265,1,6,1,0,0
141795,Kauan Santos Neves Coutinho,Kauan Coutinho,Zagueiro,zag,Vitória,VIT,287,3,6,1,0,0
149991,David Alves França,David,Atacante,ata,Coritiba,CFC,294,5,6,0.92,1,0
146701,Benjamin Arhin,Benjamin Arhin,Meia,mei,Internacional,INT,285,4,5,1.73,1,-0.3
143255,Kauan Vitor Silva Ferreira de Melo,Kauan Vitor,Lateral,lat,Vitória,VIT,287,2,6,1,0,0
150826,Nícollas Vitor Pascoal Melo,Nícollas,Atacante,ata,Corinthians,COR,264,5,6,1,0,0
143253,Wendell dos Santos Sacramento,Wendell,Meia,mei,Vitória,VIT,287,4,6,2,0,0
132750,João Pedro Lucio da Silva,João Pedro,Goleiro,gol,Santos,SAN,277,1,6,1,0,0
148092,Vitor Ramon Ribeiro de Oliveira,Vitor Ramon,Lateral,lat,Grêmio,GRE,284,2,6,1,1,0.2
150180,Ramon Rique Santos de Souza Barros,Ramon Rique,Meia,mei,Vasco,VAS,267,4,2,3.19,3,3.37
141606,Hugo Leonardo Nunes Fernandes Santos,Hugo Leonardo,Meia,mei,São Paulo,SAO,276,4,6,0.91,1,0
142868,Johnny Monteiro Góes,Johnny,Lateral,lat,Flamengo,FLA,262,2,6,1,0,0
150825,Breno de Moraes Souza,Breno,Zagueiro,zag,Bragantino,RBB,280,3,6,2.8,2,3.35
145660,Luiz Felipe de Morais Francisco,Luiz Felipe,Lateral,lat,Internacional,INT,285,2,6,1.65,2,1.45
147792,Koné Zie Mohamed,Koné,Zagueiro,zag,Palmeiras,PAL,275,3,6,2,0,0
129665,Pablo de Paula Cardoso,Pablo,Goleiro,gol,Vasco,VAS,267,1,6,1,0,0
150952,Arthur Rodrigues Monteiro,Arthur Monteiro,Lateral,lat,Athlético-PR,CAP,293,2,6,1,0,0
144898,Victor Vinicius Teodoro Ferraz,Vitinho,Lateral,lat,Athlético-PR,CAP,293,2,6,1,0,0
131766,Filipe Gabriel Rios Rodrigues,Filipinho,Atacante,ata,Bragantino,RBB,280,5,6,1,0,0
141382,Gustavo Domingos Santana,Gustavo Santana,Atacante,ata,São Paulo,SAO,276,5,6,2,0,0
147877,Cauan de Jesus Farias,Cauan Farias,Zagueiro,zag,Vitória,VIT,287,3,6,1,0,0
144255,João Alencar Santos Paes da Costa,João Alencar,Zagueiro,zag,Santos,SAN,277,3,6,1,0,0
130279,Lukas Rocha Zuccarello,Lukas Zuccarello,Meia,mei,Vasco,VAS,267,4,6,2.32,1,1.3
147556,Alan da Silva Santos,Alan Santos,Atacante,ata,Flamengo,FLA,262,5,6,1,0,0
150959,Davi Fernandes Cavalcante Ribeiro,Davizinho,Lateral,lat,Santos,SAN,277,2,6,0.81,2,0
147544,Gabriel Otávio Menegon,Gabriel Menegon,Goleiro,gol,Grêmio,GRE,284,1,6,1.81,1,0
148126,Weimar Enrique Vivas Palacios,Weimar Palacios,Zagueiro,zag,Bragantino,RBB,280,3,6,1,0,0
147736,Pedro Paulo Manoel Fermino,Pepê Fermino,Meia,mei,Santos,SAN,277,4,5,1,0,0
150995,Juan Gabriel Sayago,Sayago,Meia,mei,Flamengo,FLA,262,4,6,2,0,0
145703,Kaio Nóbrega Siqueira,Kaio Nóbrega,Meia,mei,Flamengo,FLA,262,4,6,1,0,0
141125,Robert Pinto Alves Assunção,Robert,Goleiro,gol,Atlético-MG,CAM,282,1,6,1,0,0
141536,Yuri Alves de Aquino,Yuri Alves,Meia,mei,Bragantino,RBB,280,4,6,1,0,0
144889,Victor Gabriel Leite dos Santos,Victor Gabriel,Meia,mei,Palmeiras,PAL,275,4,6,1,0,0
109573,Matheus Martinelli Lima,Martinelli,Meia,mei,Fluminense,FLU,266,4,7,5.27,14,1.76
151003,Eduardo Conceição Silva,Eduardo,Atacante,ata,Palmeiras,PAL,275,5,6,1,0,0
146663,Kauan Lima da Cunha,Kauan Lima,Goleiro,gol,Palmeiras,PAL,275,1,6,1,0,0
97101,Gabriel Hernán Rojas,Gabriel Rojas,Lateral,lat,Cruzeiro,CRU,283,2,7,8.21,3,4.97
37715,Thiago Emiliano da Silva,Thiago Silva,Zagueiro,zag,Fluminense,FLU,266,3,5,7.07,2,2.5
107203,Max Alves da Silva,Max,Meia,mei,Chapecoense,CHA,315,4,7,4.9,1,3.2
102310,Matheus Felipe Santos Nascimento,Matheus Felipe,Zagueiro,zag,Remo,REM,364,3,6,4.65,1,4.9
106907,Rafael dos Santos Lacerda,Rafael Lacerda,Técnico,tec,Chapecoense,CHA,315,6,7,8.04,2,3.44
145413,Rafael Barbosa Coutinho,Rafael Coutinho,Meia,mei,Palmeiras,PAL,275,4,6,1,0,0
94214,Leonardo Campos Duarte da Silva,Léo Duarte,Zagueiro,zag,Atlético-MG,CAM,282,3,5,5,0,0
130307,Wallace Gomes da Silva Santos,Wallace,Zagueiro,zag,Grêmio,GRE,284,3,6,3,0,0
98617,Guillermo Alfonso Maripán Loaysa,Maripán,Zagueiro,zag,Internacional,INT,285,3,7,4.34,3,1
130443,Luciano Bertolo Ludwig,Luciano,Zagueiro,zag,Chapecoense,CHA,315,3,6,1,0,0
114208,Alejo Véliz,Alejo Véliz,Atacante,ata,Bahia,BAH,265,5,7,4.73,2,1.15
120681,Marco Moreno Ojeda,Marco Moreno,Zagueiro,zag,Bahia,BAH,265,3,6,4,0,0
151120,Jorge Luis Rivaldo Pinto,Jorge Rivaldo,Atacante,ata,Athlético-PR,CAP,293,5,6,4.42,1,-0.3
103626,Brian Alexis Ocampo Ferreira,Ocampo,Atacante,ata,Coritiba,CFC,294,5,6,5.08,2,1.65
101995,Emanuel Fermín Brítez,Brítez,Zagueiro,zag,Vitória,VIT,287,3,7,5,1,1.2
117061,Gabriel Knesowitsch,Gabriel Knesowitsch,Zagueiro,zag,Mirassol,MIR,2305,3,6,2.44,2,-0.05
124369,Leonardo de Aragão Carvalho,Léo Aragão,Goleiro,gol,Cruzeiro,CRU,283,1,6,2,0,0
106199,Gabriel Fortes Chaves,Gabriel Pec,Atacante,ata,Cruzeiro,CRU,283,5,5,7.94,1,4.1
105901,Edson Fernando da Silva Gomes,Edson Fernando,Meia,mei,Remo,REM,364,4,6,2.62,1,-0.3
103562,Guido Gabriel Herrera,Guido Herrera,Goleiro,gol,Bahia,BAH,265,1,6,6,0,0
123445,João Vitor Silva Dantas de Oliveira,Dantas,Meia,mei,Athlético-PR,CAP,293,4,6,5,0,0
112985,Fabrizio José Peralta Ramírez,Peralta,Meia,mei,Cruzeiro,CRU,283,4,5,4,0,0
109114,Matheus Nascimento de Paula,Matheus Nascimento,Atacante,ata,Grêmio,GRE,284,5,6,4,0,0
99267,Tomás Pochettino,Pochettino,Meia,mei,Vitória,VIT,287,4,6,5.83,2,1.6
128177,Pedro Emanuel dos Santos Martins Silva,Pedro Emanuel,Técnico,tec,Vasco,VAS,267,6,7,10.62,1,4.31
151294,Juan Ferreira Leite,Juan Ferreira,Meia,mei,Chapecoense,CHA,315,4,6,1,0,0
99034,Elias Lira Nogueira Júnior,Elias,Lateral,lat,Mirassol,MIR,2305,2,6,3,0,0
122121,Túlio Eduardo Silva de Oliveira,Túlio Eduardo,Atacante,ata,Chapecoense,CHA,315,5,6,3,0,0
103967,Bruno Santos de Oliveira,Bruno Santos,Atacante,ata,Mirassol,MIR,2305,5,2,3.36,2,0.2
101352,Bruno Matias dos Santos,Bruno Matias,Meia,mei,Chapecoense,CHA,315,4,6,2.22,2,-0.4
91130,Fernando José Marques Maciel,Fernandinho,Atacante,ata,Mirassol,MIR,2305,5,6,4.11,1,3.5
141763,Fabiano Josué de Souza Silva,Fabiano Souza,Lateral,lat,Vitória,VIT,287,2,2,3.89,2,-0.3
113558,Bruno Gonçalves de Jesus,Bruninho,Meia,mei,Bragantino,RBB,280,4,6,4,0,0
126996,Paulo Ricardo Alves Ibelli,Paulinho,Lateral,lat,Vasco,VAS,267,2,6,4,0,0
97450,Gustavo Henric da Silva,Gustavo Mosquito,Atacante,ata,Mirassol,MIR,2305,5,6,4.99,2,1.65
98333,Gabriel Batista de Souza,Gabriel Batista,Goleiro,gol,Botafogo,BOT,263,1,6,3,0,0
151405,Victor Hugo Gonçalves dos Santos,Victor Hugo,Meia,mei,Botafogo,BOT,263,4,6,1,0,0
91204,Warleson Steillon Lisboa Oliveira - Stellion,Warleson,Goleiro,gol,Botafogo,BOT,263,1,7,6.13,1,11
151404,Lucas Emanuel Jales do Nascimento,Lucas Emanuel,Atacante,ata,Botafogo,BOT,263,5,6,1,0,0
146833,Cléber Lucas Chieppe Chagas,Cléber Lucas,Goleiro,gol,Botafogo,BOT,263,1,6,1,0,0
151406,Herick Garcia da Silva Neves,Herick,Zagueiro,zag,Botafogo,BOT,263,3,6,1,0,0
124483,Lucas Gabriel Monzón Lemos,Lucas Monzón,Zagueiro,zag,Botafogo,BOT,263,3,6,4,0,0
122321,Lorran Lucas Pereira de Sousa,Lorran,Meia,mei,Flamengo,FLA,262,4,6,9.16,2,9.25
91626,Paulo Victor da Silva,Paulinho,Lateral,lat,Botafogo,BOT,263,2,6,5,0,0
118806,Aurélio Gabriel Ulineia Buta,Buta,Lateral,lat,São Paulo,SAO,276,2,6,5,0,0
151436,Miguel Cinoncelli Bilong,Miguel Bilong,Atacante,ata,Palmeiras,PAL,275,5,6,2,0,0
141339,Paulo Roberto da Silva Souza,Paulo Roberto,Atacante,ata,Coritiba,CFC,294,5,6,3.54,2,4.1
146964,Filipe Borba Sirio,Filipe Sirio,Goleiro,gol,Internacional,INT,285,1,6,1,0,0
115247,Kaique Pereira Azarias,Kaique,Goleiro,gol,Palmeiras,PAL,275,1,6,1,0,0
146624,Heittor Vinicius da Silva Nunes,Heittor,Atacante,ata,Palmeiras,PAL,275,5,6,1.17,2,0.55
131762,Isac Silvestre da Silva,Isac,Zagueiro,zag,São Paulo,SAO,276,3,6,1,0,0
144424,Vitor Lamounier Rego,Vitor Lamounier,Goleiro,gol,Cruzeiro,CRU,283,1,6,2,0,0
150842,Gabriel Vinicius Oliveira da Silva,Gabriel Vinicius,Meia,mei,Internacional,INT,285,4,6,1,0,0
150841,Fabricio Zechmeister do Prado,Fabricio Prado,Atacante,ata,Internacional,INT,285,5,6,1,0,0
147468,Wellington Felipe Pradeiczuk,Wellington,Goleiro,gol,Chapecoense,CHA,315,1,6,1,0,0
151440,João Pedro Porto Lucrécio,Gutte,Meia,mei,Atlético-MG,CAM,282,4,6,1,0,0
151412,Kássio da Silva de Jesus,Kássio,Atacante,ata,Chapecoense,CHA,315,5,6,1.49,1,1.5
144976,Domingos Paulo Andrade,Domingos Andrade,Meia,mei,Botafogo,BOT,263,4,6,5,0,0
93637,Bruno Nunes de Barros,Bruno Tubarão,Lateral,lat,Chapecoense,CHA,315,2,7,3.17,1,1.1
114801,Danilo Pereira da Silva,Danilo Pereira,Atacante,ata,Botafogo,BOT,263,5,6,5,0,0
151292,Felipe de Morais Barbosa Penna dos Santos,Felipe Morais,Meia,mei,Cruzeiro,CRU,283,4,6,1.96,1,2.7
117314,Thiago Nicolás Borbas Silva,Thiago Borbas,Atacante,ata,Atlético-MG,CAM,282,5,6,4,0,0
